# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,24,92,-97,0,0,0,44177,0,70,38,0,95,444,21,94,-60,99,12
23000,1,19,105,-95,0,0,0,44177,0,40,41,0,95,463,21,98,-80,176,134
46000,2,38,130,-99,0,0,0,44177,0,21,39,0,95,493,23,127,-80,167,128
68000,3,35,121,-125,0,0,0,44177,0,3,35,0,95,433,34,124,-80,71,14
91000,4,34,124,-101,0,0,0,44177,0,9,38,0,95,446,32,121,-70,171,142
113000,5,37,129,-103,0,0,0,44177,0,4,40,0,95,434,33,129,-60,162,112
136000,6,31,113,-118,0,0,0,44177,0,15,40,0,95,394,32,114,-60,171,110
158000,7,38,131,-76,0,0,0,44177,0,7,39,0,95,450,35,128,-40,171,148
181000,8,31,130,-102,0,0,0,44177,0,4,36,0,95,422,31,131,-50,99,70
203000,9,28,117,-87,0,0,0,44177,0,21,41,0,95,402,30,117,-40,176,142
226000,10,35,136,-67,0,0,0,44177,0,7,38,0,95,458,31,134,-20,167,122
248000,11,36,127,-99,0,0,0,44177,0,5,37,0,95,407,31,130,-40,103,14
271000,12,40,132,-60,0,0,0,44177,0,12,38,0,95,430,34,127,-20,169,150
293000,13,31,137,-74,0,0,0,44177,0,5,36,0,95,434,36,137,-30,162,72
316000,14,38,134,-94,0,0,0,44177,0,5,37,0,95,420,38,134,-30,200,76
338000,15,31,118,-113,0,0,0,44177,0,6,36,0,95,394,35,119,-30,0,0
361000,16,28,92,-115,0,0,0,44177,0,44,42,0,95,357,33,99,-20,0,0
383000,17,24,85,-66,0,0,0,44177,0,44,41,0,95,368,31,86,0,0,0
406000,18,21,69,-87,0,0,0,44177,0,107,41,0,95,354,29,82,0,0,0
428000,19,19,68,-52,0,0,0,44177,0,107,44,0,95,368,27,69,20,0,0
451000,20,15,60,-43,0,0,0,44177,0,189,42,0,95,350,25,55,20,0,0
473000,21,11,80,-56,0,0,0,44177,0,73,39,0,95,412,25,76,0,94,12
496000,22,3,73,-69,0,0,0,44177,0,52,39,0,95,378,23,73,-20,0,0
518000,23,4,83,-62,0,0,0,44177,0,63,41,0,95,410,24,74,-20,0,0
541000,24,6,68,-73,0,0,0,44177,0,76,39,0,95,375,21,75,-20,0,0
563000,25,10,64,-59,0,0,0,44177,0,52,41,0,95,366,18,64,-20,0,0
586000,26,6,71,-53,0,0,0,44177,0,42,43,0,95,384,18,71,-10,0,0
608000,27,10,63,-55,0,0,0,44177,0,70,41,0,95,360,15,67,-20,0,0
630000,28,6,64,-76,0,0,0,44177,0,52,40,0,95,371,14,63,-30,0,0
653000,29,4,72,-74,0,0,0,44177,0,72,40,0,95,398,15,70,-30,0,0
675000,30,3,83,-58,0,0,0,44177,0,60,41,0,95,421,18,78,-30,0,0
698000,31,9,64,-66,0,0,0,44177,0,60,42,0,95,372,17,71,-30,0,0
720000,32,7,61,-72,0,0,0,44177,0,77,42,0,95,364,15,61,-30,0,0
743000,33,3,59,-78,0,0,0,44177,0,88,44,0,95,364,13,59,-30,0,0
765000,34,10,63,-77,0,0,0,44177,0,46,41,0,95,377,14,64,-30,0,0
788000,35,3,66,-73,0,0,0,44177,0,43,40,0,95,378,14,69,-40,0,0
810000,36,10,77,-70,0,0,0,44177,0,63,40,0,95,416,15,73,-40,0,0
833000,37,3,69,-66,0,0,0,44177,0,49,39,0,95,382,13,74,-30,0,0
855000,38,6,72,-68,0,0,0,44177,0,65,40,0,95,394,15,71,-50,0,0
878000,39,3,62,-84,0,0,0,44177,0,84,42,0,95,368,14,68,-50,0,0
900000,40,3,61,-73,0,0,0,44177,0,71,41,0,95,371,14,60,-40,0,0
923000,41,3,64,-78,0,0,0,44177,0,72,42,0,95,373,16,64,-50,0,0
