# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,20,92,121,0,0,0,44177,0,53,36,0,95,441,16,86,-20,106,34
22000,1,23,90,118,0,0,0,44177,0,44,38,0,95,440,21,90,-40,72,6
45000,2,19,95,84,0,0,0,44177,0,25,37,0,95,438,24,94,-30,197,54
67000,3,25,129,24,0,0,0,44177,0,6,36,0,95,499,26,124,40,167,52
90000,4,18,126,147,0,0,0,44177,0,4,35,0,95,471,26,127,-40,100,4
112000,5,25,121,159,0,0,0,44177,0,26,35,0,95,433,26,117,-20,197,84
135000,6,25,135,6,0,0,0,44177,0,4,36,0,95,482,29,134,-10,167,34
158000,7,30,111,182,0,0,0,44177,0,23,34,0,95,415,28,115,-30,48,8
180000,8,27,131,97,0,0,0,44177,0,4,37,0,95,473,31,123,20,183,82
203000,9,32,130,89,0,0,0,44177,0,3,35,0,95,481,31,131,-20,141,26
225000,10,26,111,164,0,0,0,44177,0,11,35,0,95,415,31,113,-30,207,38
248000,11,34,132,15,0,0,0,44177,0,18,35,0,95,490,34,129,10,167,56
270000,12,35,131,126,0,0,0,44177,0,4,35,0,95,456,30,131,-30,61,6
293000,13,29,121,131,0,0,0,44177,0,37,35,0,95,422,29,117,-20,203,84
315000,14,36,134,58,0,0,0,44177,0,4,36,0,95,511,32,134,0,163,30
338000,15,29,118,161,0,0,0,44177,0,7,34,0,95,437,29,120,-20,81,8
360000,16,25,75,173,0,0,0,44177,0,74,35,0,95,357,27,81,-10,0,0
383000,17,6,80,128,0,0,0,44177,0,104,36,0,95,396,28,79,-20,31,4
405000,18,8,69,120,0,0,0,44177,0,81,36,0,95,395,25,68,0,171,2
428000,19,4,72,95,0,0,0,44177,0,74,36,0,95,395,26,71,-10,0,0
450000,20,0,70,73,0,0,0,44177,0,71,36,0,95,407,23,73,-10,0,0
473000,21,6,78,95,0,0,0,44177,0,87,36,0,95,429,24,79,-10,0,0
495000,22,7,72,80,0,0,0,44177,0,63,36,0,95,405,21,73,0,0,0
518000,23,3,77,75,0,0,0,44177,0,48,35,0,95,426,22,74,0,0,0
540000,24,8,68,86,0,0,0,44177,0,79,37,0,95,411,21,72,-10,0,0
563000,25,3,74,92,0,0,0,44177,0,83,34,0,95,431,22,72,-10,0,0
585000,26,7,73,102,0,0,0,44177,0,54,37,0,95,425,19,73,-10,0,0
608000,27,3,77,88,0,0,0,44177,0,57,35,0,95,429,20,79,-20,0,0
630000,28,3,82,114,0,0,0,44177,0,55,36,0,95,450,20,78,-20,0,0
653000,29,3,75,114,0,0,0,44177,0,52,36,0,95,420,20,79,-30,0,0
675000,30,3,74,108,0,0,0,44177,0,51,36,0,95,427,17,71,-20,0,0
698000,31,9,71,120,0,0,0,44177,0,40,36,0,95,410,15,73,-30,0,0
720000,32,14,73,115,0,0,0,44177,0,78,36,0,95,423,19,71,-30,0,0
743000,33,6,73,119,0,0,0,44177,0,57,35,0,95,422,15,72,-30,0,0
765000,34,7,78,122,0,0,0,44177,0,53,35,0,95,440,16,79,-20,0,0
787000,35,14,84,108,0,0,0,44177,0,50,38,0,95,458,16,82,-20,141,4
810000,36,7,82,126,0,0,0,44177,0,28,37,0,95,431,16,81,-20,0,0
832000,37,13,86,101,0,0,0,44177,0,29,36,0,95,450,18,84,-30,25,4
855000,38,7,78,123,0,0,0,44177,0,36,37,0,95,410,18,79,-40,0,0
877000,39,3,82,129,0,0,0,44177,0,33,37,0,95,423,18,81,-40,0,0
900000,40,3,79,124,0,0,0,44177,0,37,36,0,95,417,15,77,-40,0,0
922000,41,3,83,126,0,0,0,44177,0,50,36,0,95,424,15,81,-40,0,0
