# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,28,111,-23,0,0,0,44177,0,11,30,0,95,413,25,108,-10,87,6
23000,1,26,119,-44,0,0,0,44177,0,9,33,0,95,439,27,117,-20,0,0
45000,2,15,114,-35,0,0,0,44177,0,17,31,0,95,418,23,115,-20,209,104
68000,3,24,150,-5,0,0,0,44177,0,5,32,0,95,480,37,140,-30,167,64
90000,4,47,156,-51,0,0,0,44177,0,5,31,0,85,464,39,156,-20,107,20
113000,5,34,159,-34,0,0,0,44177,0,4,32,0,95,424,39,159,0,194,90
136000,6,41,166,59,0,0,0,44177,0,5,31,0,85,440,41,165,0,160,62
159000,7,40,162,-54,0,0,0,44177,0,2,30,0,95,474,41,163,-40,99,8
182000,8,32,167,132,0,0,0,44177,0,2,31,0,85,466,41,112,-20,174,78
205000,9,31,169,22,0,0,0,44177,0,6,32,0,95,458,41,152,-40,160,50
229000,10,37,164,-105,0,0,0,44177,0,4,31,0,85,454,41,124,-20,120,54
252000,11,40,171,-12,0,0,0,44177,0,5,30,0,95,444,42,165,-10,161,48
274000,12,43,169,-43,0,0,0,44177,0,3,30,0,95,458,42,169,-50,158,36
297000,13,37,169,25,0,0,0,44177,0,4,31,0,95,455,44,160,-20,197,84
320000,14,33,172,-16,0,0,0,44177,0,4,32,0,85,436,45,173,0,160,40
344000,15,28,160,-55,0,0,0,44177,0,4,30,0,95,415,42,134,0,91,6
367000,16,34,125,-41,0,0,0,44177,0,10,33,0,95,343,40,131,20,0,0
390000,17,28,113,-22,0,0,0,44177,0,20,30,0,95,363,38,114,0,0,0
414000,18,29,112,-23,0,0,0,44177,0,20,33,0,95,360,36,113,0,0,0
437000,19,22,120,-19,0,0,0,44177,0,15,32,0,95,420,36,119,-10,0,0
459000,20,22,110,-21,0,0,0,44177,0,10,31,0,95,412,34,111,-10,0,0
482000,21,22,108,-12,0,0,0,44177,0,10,33,0,95,409,32,108,0,0,0
504000,22,22,107,-8,0,0,0,44177,0,12,34,0,95,406,31,106,0,0,0
527000,23,18,108,-13,0,0,0,44177,0,6,32,0,95,398,27,108,20,0,0
550000,24,17,108,-11,0,0,0,44177,0,7,32,0,95,411,25,107,0,0,0
573000,25,16,106,-10,0,0,0,44177,0,31,31,0,95,403,26,105,10,0,0
596000,26,16,105,-7,0,0,0,44177,0,32,33,0,95,424,28,105,0,0,0
618000,27,21,104,-5,0,0,0,44177,0,13,32,0,95,421,25,104,-10,0,0
641000,28,22,98,-10,0,0,0,44177,0,17,34,0,95,410,24,99,0,0,0
663000,29,26,97,-5,0,0,0,44177,0,14,31,0,95,407,24,97,0,0,0
686000,30,22,93,-8,0,0,0,44177,0,44,31,0,95,410,23,93,0,0,0
709000,31,19,96,-12,0,0,0,44177,0,40,34,0,95,415,20,96,0,0,0
731000,32,17,96,-14,0,0,0,44177,0,17,30,0,95,397,24,97,0,0,0
754000,33,21,96,-8,0,0,0,44177,0,26,32,0,95,405,24,96,10,0,0
776000,34,25,97,-7,0,0,0,44177,0,20,31,0,95,407,23,97,0,0,0
799000,35,20,95,-5,0,0,0,44177,0,37,32,0,95,403,23,94,0,0,0
821000,36,26,100,-12,0,0,0,44177,0,34,33,0,95,413,23,95,0,0,0
844000,37,27,97,-23,0,0,0,44177,0,28,32,0,95,407,25,99,0,0,0
866000,38,21,99,-16,0,0,0,44177,0,22,32,0,95,413,25,98,-10,0,0
889000,39,16,97,-14,0,0,0,44177,0,28,32,0,95,407,23,97,0,0,0
911000,40,22,97,-13,0,0,0,44177,0,34,33,0,95,406,22,97,-10,0,0
934000,41,26,110,-22,0,0,0,44177,0,12,31,0,95,423,25,107,-10,0,0
