# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,20,93,92,0,0,0,44177,0,44,36,0,95,462,24,101,0,95,6
23000,1,24,91,110,0,0,0,44177,0,30,35,0,95,454,20,95,-10,105,8
45000,2,25,93,63,0,0,0,44177,0,24,35,0,95,457,22,90,-20,182,58
68000,3,31,132,52,0,0,0,44177,0,51,36,0,95,511,30,123,0,167,42
90000,4,31,129,153,0,0,0,44177,0,3,35,0,95,469,29,130,-20,61,8
113000,5,25,125,150,0,0,0,44177,0,7,36,0,95,465,31,121,-10,197,76
135000,6,24,138,-1,0,0,0,44177,0,4,37,0,95,499,33,137,0,164,28
158000,7,30,124,195,0,0,0,44177,0,4,36,0,95,415,33,124,-20,66,12
180000,8,34,132,142,0,0,0,44177,0,13,35,0,95,478,33,122,20,179,80
204000,9,38,135,125,0,0,0,44177,0,4,36,0,95,478,34,135,-10,121,16
226000,10,31,117,147,0,0,0,44177,0,4,36,0,95,413,33,87,-20,207,58
249000,11,34,135,80,0,0,0,44177,0,5,36,0,95,492,36,134,40,167,44
272000,12,29,129,118,0,0,0,44177,0,5,36,0,95,448,33,132,-20,135,6
294000,13,34,124,66,0,0,0,44177,0,5,37,0,95,423,32,119,-10,197,68
318000,14,28,137,69,0,0,0,44177,0,4,36,0,95,474,35,137,20,160,26
340000,15,35,124,129,0,0,0,44177,0,5,35,0,95,421,34,125,-20,114,12
363000,16,34,125,133,0,0,0,44177,0,11,37,0,95,442,32,121,-10,182,22
385000,17,28,117,132,0,0,0,44177,0,6,36,0,95,424,32,118,-20,0,0
408000,18,22,91,169,0,0,0,44177,0,26,35,0,95,397,30,97,-10,0,0
430000,19,3,74,110,0,0,0,44177,0,52,37,0,95,373,28,75,0,0,0
453000,20,15,89,76,0,0,0,44177,0,33,36,0,95,408,28,86,0,70,6
475000,21,18,89,94,0,0,0,44177,0,35,35,0,95,422,26,92,-10,0,0
498000,22,21,81,87,0,0,0,44177,0,54,38,0,95,410,24,83,-10,0,0
520000,23,15,84,82,0,0,0,44177,0,33,36,0,95,431,21,82,0,0,0
543000,24,11,77,75,0,0,0,44177,0,34,37,0,95,416,19,79,0,0,0
565000,25,7,78,81,0,0,0,44177,0,42,35,0,95,431,17,79,0,0,0
588000,26,7,79,68,0,0,0,44177,0,31,40,0,95,426,20,82,0,0,0
610000,27,3,80,77,0,0,0,44177,0,55,37,0,95,435,18,80,-10,0,0
633000,28,3,84,85,0,0,0,44177,0,50,38,0,95,443,16,81,0,0,0
655000,29,6,77,95,0,0,0,44177,0,55,36,0,95,426,16,77,-10,0,0
678000,30,3,79,101,0,0,0,44177,0,46,35,0,95,437,15,80,-10,0,0
700000,31,3,76,100,0,0,0,44177,0,59,37,0,95,424,15,74,-10,0,0
723000,32,3,75,94,0,0,0,44177,0,38,37,0,95,421,16,77,-20,0,0
745000,33,8,76,94,0,0,0,44177,0,42,38,0,95,422,17,78,-20,0,0
768000,34,3,85,115,0,0,0,44177,0,43,38,0,95,457,19,80,-20,138,2
790000,35,9,88,106,0,0,0,44177,0,41,37,0,95,453,19,85,-20,0,0
813000,36,4,75,105,0,0,0,44177,0,52,35,0,95,409,17,77,-30,0,0
835000,37,3,84,103,0,0,0,44177,0,59,36,0,95,448,19,80,-20,0,0
858000,38,3,74,122,0,0,0,44177,0,68,37,0,95,413,16,74,-30,0,0
880000,39,7,73,126,0,0,0,44177,0,69,37,0,95,414,18,71,-30,0,0
903000,40,3,81,121,0,0,0,44177,0,39,37,0,95,428,18,81,-10,0,0
925000,41,3,77,123,0,0,0,44177,0,36,36,0,95,409,15,79,-30,0,0
