# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,18,100,-94,0,0,0,44177,0,26,33,0,95,415,23,105,-60,82,8
22000,1,19,95,-87,0,0,0,44177,0,24,32,0,95,400,23,94,-50,62,6
45000,2,22,93,-95,0,0,0,44177,0,51,33,0,95,390,23,92,-60,190,122
67000,3,25,134,-76,0,0,0,44177,0,36,35,0,95,501,28,124,-50,160,124
90000,4,34,132,-91,0,0,0,44177,0,3,33,0,95,442,34,133,-70,75,8
112000,5,32,124,-86,0,0,0,44177,0,19,34,0,95,404,31,124,-70,185,122
135000,6,26,140,-70,0,0,0,44177,0,4,32,0,95,442,32,139,-50,162,100
157000,7,28,130,-115,0,0,0,44177,0,5,31,0,95,402,31,132,-80,15,6
180000,8,33,138,-59,0,0,0,44177,0,6,32,0,95,410,34,133,-50,169,124
203000,9,34,145,-66,0,0,0,44177,0,3,32,0,95,434,36,145,-50,91,34
225000,10,31,127,-95,0,0,0,44177,0,13,32,0,95,384,32,129,-60,176,70
248000,11,27,144,-57,0,0,0,44177,0,5,33,0,95,434,32,140,-40,162,116
270000,12,33,144,-76,0,0,0,44177,0,3,32,0,95,421,36,144,-60,70,10
293000,13,28,130,-83,0,0,0,44177,0,8,32,0,95,390,36,131,-50,183,126
315000,14,34,144,-55,0,0,0,44177,0,5,32,0,95,434,38,143,-30,158,84
338000,15,34,138,-81,0,0,0,44177,0,3,32,0,95,413,38,138,-50,71,4
360000,16,28,142,-67,0,0,0,44177,0,20,35,0,95,417,38,137,-50,167,132
383000,17,35,150,-50,0,0,0,44177,0,3,30,0,95,442,41,151,-30,102,24
405000,18,28,122,-77,0,0,0,44177,0,7,32,0,95,377,38,128,-40,0,0
428000,19,26,111,-86,0,0,0,44177,0,50,34,0,95,372,36,109,-40,0,0
450000,20,22,92,-91,0,0,0,44177,0,52,32,0,95,367,34,92,-50,0,0
473000,21,16,88,-70,0,0,0,44177,0,50,32,0,95,370,32,88,-40,0,0
495000,22,23,86,-52,0,0,0,44177,0,27,34,0,95,373,29,86,-20,0,0
518000,23,16,88,-61,0,0,0,44177,0,15,32,0,95,388,26,90,-30,0,0
540000,24,12,84,-58,0,0,0,44177,0,21,33,0,95,390,24,84,-30,0,0
563000,25,19,84,-60,0,0,0,44177,0,33,33,0,95,389,23,83,-30,0,0
585000,26,12,83,-65,0,0,0,44177,0,23,33,0,95,384,19,83,-30,0,0
608000,27,9,79,-63,0,0,0,44177,0,45,33,0,95,378,22,80,-40,0,0
630000,28,3,84,-63,0,0,0,44177,0,19,35,0,95,398,23,84,-40,0,0
653000,29,10,88,-69,0,0,0,44177,0,22,32,0,95,397,23,87,-40,0,0
676000,30,3,83,-73,0,0,0,44177,0,32,32,0,95,386,21,82,-40,0,0
698000,31,6,84,-76,0,0,0,44177,0,21,33,0,95,386,24,83,-40,0,0
721000,32,6,82,-81,0,0,0,44177,0,20,33,0,95,384,21,83,-40,0,0
743000,33,6,83,-80,0,0,0,44177,0,27,33,0,95,386,19,82,-40,0,0
766000,34,6,80,-82,0,0,0,44177,0,25,33,0,95,380,17,80,-50,0,0
788000,35,11,85,-79,0,0,0,44177,0,20,31,0,95,393,20,84,-50,0,0
811000,36,15,88,-93,0,0,0,44177,0,21,31,0,95,397,20,89,-70,0,0
833000,37,20,91,-84,0,0,0,44177,0,22,34,0,95,404,21,90,-50,10,4
856000,38,13,84,-90,0,0,0,44177,0,19,33,0,95,379,18,85,-50,0,0
878000,39,22,88,-89,0,0,0,44177,0,20,33,0,95,390,21,88,-60,0,0
901000,40,15,85,-93,0,0,0,44177,0,39,32,0,95,389,20,87,-60,0,0
923000,41,21,86,-92,0,0,0,44177,0,30,33,0,95,393,23,86,-60,0,0
