# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,12,85,-14,0,0,0,44177,0,30,34,0,95,398,13,84,0,22,8
23000,1,21,88,-28,0,0,0,44177,0,15,34,0,95,407,20,89,0,74,8
45000,2,0,0,0,0,0,0,44177,0,46,0,0,95,438,21,84,0,169,112
68000,3,22,140,-1,0,0,0,44177,0,6,34,0,95,503,26,134,-10,157,74
90000,4,32,142,-39,0,0,0,44177,0,2,31,0,95,479,26,142,-20,55,6
113000,5,32,138,-20,0,0,0,44177,0,17,34,0,95,438,28,136,-20,174,94
136000,6,36,149,-8,0,0,0,44177,0,4,34,0,95,480,30,148,0,154,62
158000,7,34,140,-42,0,0,0,44177,0,4,32,0,95,430,30,140,-20,171,56
181000,8,29,145,-2,0,0,0,44177,0,5,34,0,95,436,32,141,0,169,88
203000,9,36,152,-20,0,0,0,44177,0,4,31,0,95,472,35,151,0,80,36
226000,10,29,137,-23,0,0,0,44177,0,22,34,0,95,426,34,137,0,176,78
248000,11,26,152,-3,0,0,0,44177,0,4,34,0,95,459,35,148,-10,162,72
271000,12,32,153,-16,0,0,0,44177,0,3,31,0,95,472,37,153,0,58,8
293000,13,37,144,-9,0,0,0,44177,0,6,33,0,95,427,37,142,0,179,84
316000,14,31,159,-17,0,0,0,44177,0,3,34,0,95,482,39,158,0,141,52
338000,15,25,146,-25,0,0,0,44177,0,14,31,0,95,425,38,142,0,0,0
361000,16,22,106,-29,0,0,0,44177,0,30,31,0,95,363,35,114,10,0,0
383000,17,22,100,-15,0,0,0,44177,0,30,34,0,95,383,33,104,10,0,0
406000,18,18,98,-9,0,0,0,44177,0,32,34,0,95,389,31,98,10,0,0
428000,19,25,97,-4,0,0,0,44177,0,22,36,0,95,397,28,98,20,0,0
451000,20,23,96,-9,0,0,0,44177,0,32,33,0,95,405,27,95,10,0,0
473000,21,24,95,-7,0,0,0,44177,0,31,35,0,95,412,24,94,10,0,0
496000,22,19,91,-14,0,0,0,44177,0,15,32,0,95,406,24,92,10,0,0
518000,23,19,88,-13,0,0,0,44177,0,49,33,0,95,397,21,87,10,0,0
541000,24,19,90,-20,0,0,0,44177,0,33,34,0,95,404,22,92,0,0,0
563000,25,16,98,-24,0,0,0,44177,0,24,32,0,95,417,22,96,0,0,0
586000,26,17,88,-21,0,0,0,44177,0,37,34,0,95,407,19,91,0,0,0
608000,27,22,89,-15,0,0,0,44177,0,24,34,0,95,398,21,87,0,0,0
631000,28,22,88,-17,0,0,0,44177,0,20,32,0,95,407,20,88,0,0,0
654000,29,16,87,-19,0,0,0,44177,0,27,33,0,95,397,19,88,0,0,0
676000,30,23,92,-21,0,0,0,44177,0,37,34,0,95,407,21,90,0,0,0
699000,31,16,86,-21,0,0,0,44177,0,17,35,0,95,402,19,86,0,0,0
721000,32,12,81,-10,0,0,0,44177,0,30,34,0,95,391,17,80,10,0,0
744000,33,9,85,-7,0,0,0,44177,0,22,34,0,95,400,19,84,10,0,0
766000,34,3,81,-7,0,0,0,44177,0,16,34,0,95,391,17,82,10,0,0
789000,35,3,81,-7,0,0,0,44177,0,32,35,0,95,400,18,81,10,0,0
811000,36,9,86,-9,0,0,0,44177,0,46,35,0,95,412,18,85,10,0,0
834000,37,13,79,-9,0,0,0,44177,0,30,34,0,95,394,17,78,10,0,0
856000,38,3,84,-14,0,0,0,44177,0,38,35,0,95,407,17,80,0,0,0
879000,39,11,80,-17,0,0,0,44177,0,19,34,0,95,396,17,81,0,0,0
901000,40,3,78,-24,0,0,0,44177,0,24,33,0,95,394,15,78,0,0,0
924000,41,4,81,-19,0,0,0,44177,0,28,33,0,95,399,17,80,0,0,0
