# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,16,85,-72,0,0,0,44177,0,88,35,0,95,390,23,86,-50,82,12
22000,1,12,87,-76,0,0,0,44177,0,19,31,0,95,385,25,88,-30,0,0
45000,2,22,84,-80,0,0,0,44177,0,26,35,0,95,388,18,84,-50,176,106
67000,3,25,128,-61,0,0,0,44177,0,21,34,0,95,477,22,120,-30,162,136
90000,4,31,132,-81,0,0,0,44177,0,3,32,0,95,462,26,132,-50,91,10
112000,5,37,120,-74,0,0,0,44177,0,35,33,0,95,408,25,118,-50,179,118
135000,6,37,141,-65,0,0,0,44177,0,4,33,0,95,442,28,140,-30,154,96
157000,7,31,130,-77,0,0,0,44177,0,4,32,0,95,401,27,131,-60,65,14
180000,8,40,135,-87,0,0,0,44177,0,12,33,0,95,422,29,132,-60,167,130
202000,9,32,142,-50,0,0,0,44177,0,7,31,0,95,430,31,142,-30,111,62
225000,10,28,125,-80,0,0,0,44177,0,6,34,0,95,405,28,125,-50,189,126
248000,11,25,143,-53,0,0,0,44177,0,6,34,0,95,446,29,139,-20,158,124
270000,12,34,132,-59,0,0,0,44177,0,5,34,0,95,416,28,137,-30,145,4
293000,13,36,131,-90,0,0,0,44177,0,11,35,0,95,402,31,128,-30,171,116
315000,14,37,146,-22,0,0,0,44177,0,4,34,0,95,475,33,145,-20,158,94
338000,15,32,137,-56,0,0,0,44177,0,4,31,0,95,413,30,139,-40,0,0
360000,16,25,96,-89,0,0,0,44177,0,53,33,0,95,345,29,105,-40,0,0
383000,17,3,84,-77,0,0,0,44177,0,33,32,0,95,348,26,86,-30,0,0
405000,18,6,83,-62,0,0,0,44177,0,38,34,0,95,367,24,83,-30,0,0
428000,19,6,82,-59,0,0,0,44177,0,49,35,0,95,382,22,82,-30,0,0
450000,20,11,90,-63,0,0,0,44177,0,57,34,0,95,409,23,88,-40,0,0
473000,21,6,77,-68,0,0,0,44177,0,51,34,0,95,383,22,79,-40,0,0
495000,22,6,81,-68,0,0,0,44177,0,31,35,0,95,403,23,79,-40,0,0
518000,23,12,89,-90,0,0,0,44177,0,15,36,0,95,419,23,87,-60,0,0
540000,24,15,85,-74,0,0,0,44177,0,48,36,0,95,401,22,86,-50,0,0
563000,25,9,83,-86,0,0,0,44177,0,19,35,0,95,395,19,85,-50,0,0
585000,26,6,82,-88,0,0,0,44177,0,20,32,0,95,384,19,82,-50,0,0
608000,27,6,83,-84,0,0,0,44177,0,24,34,0,95,387,17,83,-60,0,0
630000,28,7,84,-83,0,0,0,44177,0,24,32,0,95,388,15,82,-60,0,0
653000,29,6,81,-87,0,0,0,44177,0,59,32,0,95,384,15,82,-50,0,0
675000,30,6,80,-87,0,0,0,44177,0,26,32,0,95,378,15,79,-50,0,0
698000,31,3,82,-89,0,0,0,44177,0,19,31,0,95,384,19,80,-50,0,0
720000,32,3,81,-86,0,0,0,44177,0,22,34,0,95,382,16,81,-50,0,0
743000,33,9,89,-83,0,0,0,44177,0,17,35,0,95,402,20,87,-50,0,0
765000,34,12,90,-87,0,0,0,44177,0,16,33,0,95,401,22,89,-60,0,0
788000,35,3,82,-76,0,0,0,44177,0,25,33,0,95,384,21,84,-40,0,0
810000,36,6,81,-78,0,0,0,44177,0,29,32,0,95,382,20,80,-50,0,0
833000,37,11,90,-71,0,0,0,44177,0,19,34,0,95,402,22,85,-50,43,8
855000,38,7,82,-82,0,0,0,44177,0,30,34,0,95,386,19,86,-50,0,0
878000,39,6,82,-79,0,0,0,44177,0,27,32,0,95,384,16,82,-50,0,0
900000,40,3,82,-78,0,0,0,44177,0,25,34,0,95,384,15,82,-50,0,0
923000,41,3,81,-79,0,0,0,44177,0,22,31,0,95,382,15,82,-50,0,0
