# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,22,116,-20,0,0,0,44177,0,11,33,0,95,447,23,117,-10,76,12
22000,1,25,118,-34,0,0,0,44177,0,40,32,0,95,439,28,116,-20,96,2
45000,2,28,122,-54,0,0,0,44177,0,9,31,0,95,443,22,121,0,207,64
68000,3,32,152,-26,0,0,0,44177,0,5,31,0,95,468,32,145,-30,169,28
92000,4,35,157,-56,0,0,0,44177,0,2,31,0,95,469,34,158,-50,103,10
114000,5,39,161,-23,0,0,0,44177,0,5,33,0,95,463,36,160,-20,197,98
137000,6,41,165,-19,0,0,0,44177,0,3,33,0,95,413,39,166,0,162,40
159000,7,44,162,-69,0,0,0,44177,0,3,29,0,95,461,38,162,-50,94,4
182000,8,46,167,13,0,0,0,44177,0,4,31,0,95,458,42,166,-20,171,76
204000,9,43,168,-39,0,0,0,44177,0,3,30,0,95,453,41,168,-50,159,32
227000,10,44,162,-51,0,0,0,44177,0,3,30,0,95,461,41,163,-40,189,68
250000,11,49,172,-3,0,0,0,44177,0,3,31,0,95,454,44,170,-10,162,42
273000,12,42,169,-38,0,0,0,44177,0,2,29,0,95,458,40,170,-40,103,16
295000,13,40,169,-13,0,0,0,44177,0,3,31,0,95,458,38,168,-40,194,96
319000,14,43,172,-1,0,0,0,44177,0,3,31,0,95,456,40,172,-20,164,38
341000,15,44,165,-62,0,0,0,44177,0,2,30,0,95,426,40,165,-50,182,24
364000,16,38,154,-53,0,0,0,44177,0,3,31,0,95,423,39,156,-40,126,16
386000,17,35,132,-64,0,0,0,44177,0,4,32,0,95,390,37,135,-30,0,0
409000,18,31,113,-43,0,0,0,44177,0,14,30,0,95,385,34,114,-10,0,0
431000,19,28,114,-33,0,0,0,44177,0,6,31,0,95,388,32,114,-10,0,0
454000,20,28,120,-44,0,0,0,44177,0,16,30,0,95,420,33,119,-20,0,0
477000,21,31,119,-40,0,0,0,44177,0,5,29,0,95,428,30,120,-20,0,0
499000,22,25,109,-30,0,0,0,44177,0,12,30,0,95,412,28,111,-10,0,0
522000,23,22,113,-26,0,0,0,44177,0,6,30,0,95,429,32,112,-10,0,0
544000,24,25,107,-23,0,0,0,44177,0,11,33,0,95,427,28,106,-10,0,0
567000,25,25,105,-23,0,0,0,44177,0,4,31,0,95,424,26,105,-10,0,0
589000,26,19,106,-24,0,0,0,44177,0,7,32,0,95,427,24,106,-10,0,0
612000,27,20,101,-18,0,0,0,44177,0,7,32,0,95,415,22,103,0,0,0
634000,28,22,108,-21,0,0,0,44177,0,37,32,0,95,441,26,107,0,0,0
657000,29,22,104,-20,0,0,0,44177,0,10,32,0,95,432,24,104,0,0,0
679000,30,22,99,-14,0,0,0,44177,0,5,31,0,95,423,23,99,0,0,0
702000,31,22,98,-17,0,0,0,44177,0,27,34,0,95,417,22,96,0,0,0
724000,32,22,101,-15,0,0,0,44177,0,27,31,0,95,426,22,102,-10,0,0
747000,33,22,102,-16,0,0,0,44177,0,6,31,0,95,426,22,102,0,0,0
769000,34,22,100,-16,0,0,0,44177,0,30,33,0,95,423,23,100,0,0,0
792000,35,23,99,-15,0,0,0,44177,0,7,32,0,95,422,23,99,0,0,0
814000,36,16,102,-17,0,0,0,44177,0,7,32,0,95,429,23,101,0,0,0
837000,37,22,104,-17,0,0,0,44177,0,29,30,0,95,432,25,103,-10,0,0
860000,38,22,102,-22,0,0,0,44177,0,35,31,0,95,429,23,103,-10,0,0
882000,39,19,104,-22,0,0,0,44177,0,11,32,0,95,420,24,104,-10,0,0
905000,40,13,101,-19,0,0,0,44177,0,20,33,0,95,426,23,101,0,0,0
927000,41,18,101,-23,0,0,0,44177,0,22,31,0,95,426,23,102,-10,0,0
