# ts,sessionnum,HR,BR,ST,QTc,Cadence,Shock,QOS
0,0,117,23,-10,447,76,12,95
22000,1,116,28,-20,439,96,2,95
45000,2,121,22,0,443,207,64,95
68000,3,145,32,-30,468,169,28,95
92000,4,158,34,-50,469,103,10,95
114000,5,160,36,-20,463,197,98,95
137000,6,166,39,0,413,162,40,95
159000,7,162,38,-50,461,94,4,95
182000,8,166,42,-20,458,171,76,95
204000,9,168,41,-50,453,159,32,95
227000,10,163,41,-40,461,189,68,95
250000,11,170,44,-10,454,162,42,95
273000,12,170,40,-40,458,103,16,95
295000,13,168,38,-40,458,194,96,95
319000,14,172,40,-20,456,164,38,95
341000,15,165,40,-50,426,182,24,95
364000,16,156,39,-40,423,126,16,95
386000,17,135,37,-30,390,0,0,95
409000,18,114,34,-10,385,0,0,95
431000,19,114,32,-10,388,0,0,95
454000,20,119,33,-20,420,0,0,95
477000,21,120,30,-20,428,0,0,95
499000,22,111,28,-10,412,0,0,95
522000,23,112,32,-10,429,0,0,95
544000,24,106,28,-10,427,0,0,95
567000,25,105,26,-10,424,0,0,95
589000,26,106,24,-10,427,0,0,95
612000,27,103,22,0,415,0,0,95
634000,28,107,26,0,441,0,0,95
657000,29,104,24,0,432,0,0,95
679000,30,99,23,0,423,0,0,95
702000,31,96,22,0,417,0,0,95
724000,32,102,22,-10,426,0,0,95
747000,33,102,22,0,426,0,0,95
769000,34,100,23,0,423,0,0,95
792000,35,99,23,0,422,0,0,95
814000,36,101,23,0,429,0,0,95
837000,37,103,25,-10,432,0,0,95
860000,38,103,23,-10,429,0,0,95
882000,39,104,24,-10,420,0,0,95
905000,40,101,23,0,426,0,0,95
927000,41,102,23,-10,426,0,0,95
