# ts,sessionnum,HR,BR,ST,QTc,Cadence,Shock,QOS
0,0,98,21,0,457,94,6,95
22000,1,96,24,-10,432,83,4,95
45000,2,97,12,-10,417,190,84,95
67000,3,114,0,0,256,164,116,85
90000,4,133,17,0,432,99,8,95
113000,5,114,16,0,429,203,106,85
135000,6,141,19,0,421,162,76,95
158000,7,131,18,0,397,96,6,95
180000,8,130,0,0,256,185,180,85
204000,9,141,21,20,425,105,18,95
226000,10,128,20,0,399,211,86,95
249000,11,138,23,0,447,164,106,85
272000,12,144,22,20,423,103,8,95
294000,13,125,22,10,392,202,102,85
317000,14,146,24,40,443,162,50,95
340000,15,147,24,30,413,151,8,95
363000,16,112,23,30,349,0,0,95
385000,17,89,20,40,339,0,0,95
408000,18,78,19,30,358,0,0,95
430000,19,79,19,40,376,0,0,95
453000,20,86,19,30,412,0,0,95
475000,21,88,19,30,400,0,0,95
498000,22,83,18,20,409,0,0,95
520000,23,86,19,20,414,0,0,95
543000,24,84,16,20,409,0,0,95
565000,25,84,16,20,411,0,0,95
588000,26,86,17,10,411,0,0,95
610000,27,86,19,10,417,0,0,95
633000,28,83,17,0,407,0,0,95
655000,29,81,15,0,403,0,0,95
678000,30,83,14,0,407,0,0,95
700000,31,86,18,0,417,0,0,95
723000,32,78,14,0,381,0,0,95
745000,33,73,14,0,383,0,0,95
768000,34,77,13,0,382,0,0,95
790000,35,74,12,0,384,0,0,95
813000,36,80,13,0,398,0,0,95
835000,37,77,14,-10,391,0,0,95
858000,38,81,16,0,398,0,0,95
880000,39,83,14,0,402,0,0,95
903000,40,77,13,0,386,0,0,95
925000,41,73,13,-10,379,0,0,95
