# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,0,0,0,0,0,0,44177,0,0,0,0,95,366,23,65,0,34,4
23000,1,0,0,0,0,0,0,44177,0,0,0,0,95,365,7,48,0,85,4
46000,2,0,0,0,0,0,0,44177,0,0,0,0,95,321,7,55,-20,188,74
69000,3,35,121,-4,0,0,0,44177,0,111,38,0,95,386,20,106,-30,154,68
91000,4,28,120,-83,0,0,0,44177,0,3,36,0,95,363,23,121,-50,0,0
114000,5,28,119,-71,0,0,0,44177,0,22,38,0,95,416,26,118,-20,179,84
136000,6,34,137,-48,0,0,0,44177,0,4,35,0,95,367,28,136,-30,154,80
159000,7,32,123,-104,0,0,0,44177,0,4,34,0,95,349,27,126,-50,0,0
181000,8,37,130,-15,0,0,0,44177,0,9,36,0,95,438,31,125,0,162,84
205000,9,34,135,-85,0,0,0,44177,0,3,36,0,95,358,33,135,-50,100,14
227000,10,30,120,-100,0,0,0,44177,0,5,36,0,95,369,31,120,-60,179,66
250000,11,25,136,-30,0,0,0,44177,0,5,37,0,95,434,34,132,-10,154,68
272000,12,32,138,-82,0,0,0,44177,0,3,36,0,95,352,37,139,-40,68,6
295000,13,28,129,-33,0,0,0,44177,0,3,38,0,95,387,33,126,-50,192,102
318000,14,31,146,-33,0,0,0,44177,0,5,35,0,95,425,33,144,-30,150,56
340000,15,28,138,-77,0,0,0,44177,0,4,37,0,95,365,33,140,-40,132,8
363000,16,24,103,-110,0,0,0,44177,0,20,37,0,95,358,30,109,-20,0,0
385000,17,4,46,-123,0,0,0,44177,0,114,37,0,95,511,28,62,0,0,0
408000,18,0,0,0,0,0,0,44177,0,114,0,0,95,511,26,43,0,0,0
430000,19,0,44,-92,0,0,0,44177,0,146,45,0,95,511,24,41,0,0,0
453000,20,0,0,0,0,0,0,44177,0,144,0,0,95,511,22,38,-10,0,0
475000,21,0,0,0,0,0,0,44177,0,144,0,0,95,511,20,41,0,0,0
498000,22,0,37,-35,0,0,0,44177,0,0,48,0,50,511,18,0,0,0,0
520000,23,0,0,0,0,0,0,44177,0,144,0,0,95,511,15,39,0,0,0
543000,24,0,0,0,0,0,0,44177,0,144,0,0,95,351,16,36,0,0,0
566000,25,3,58,-43,0,0,0,44177,0,129,45,0,95,377,18,53,0,0,0
588000,26,0,0,0,0,0,0,44177,0,166,0,0,95,355,14,59,0,0,0
611000,27,7,66,-48,0,0,0,44177,0,156,42,0,95,414,15,61,0,0,0
633000,28,4,66,-44,0,0,0,44177,0,63,41,0,95,412,14,64,0,0,0
656000,29,0,0,0,0,0,0,44177,0,63,0,0,95,372,11,65,0,0,0
679000,30,0,34,-57,0,0,0,44177,0,63,35,0,95,424,11,35,0,0,0
702000,31,3,58,-39,0,0,0,44177,0,197,37,0,95,390,14,38,-10,0,0
725000,32,4,59,-59,0,0,0,44177,0,215,41,0,95,382,14,60,-10,0,0
747000,33,3,58,-51,0,0,0,44177,0,120,43,0,95,385,15,57,-10,0,0
770000,34,3,60,-50,0,0,0,44177,0,87,40,0,95,384,16,59,-10,0,0
792000,35,0,51,-48,0,0,0,44177,0,99,36,0,95,362,14,44,-10,0,0
814000,36,3,62,-55,0,0,0,44177,0,62,39,0,95,400,18,59,-20,0,0
837000,37,7,65,-58,0,0,0,44177,0,50,38,0,95,398,16,64,-20,0,0
859000,38,3,68,-69,0,0,0,44177,0,54,39,0,95,400,16,67,-30,0,0
882000,39,3,75,-79,0,0,0,44177,0,61,38,0,95,413,17,71,-50,0,0
904000,40,0,0,0,0,0,0,44177,0,0,0,0,50,511,13,0,-30,0,0
927000,41,4,63,-51,0,0,0,44177,0,107,40,0,95,384,13,66,-30,0,0
