# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,16,95,-78,0,0,0,44177,0,30,33,0,95,402,24,98,-50,85,12
22000,1,19,90,-88,0,0,0,44177,0,17,34,0,95,382,24,94,-60,0,0
45000,2,3,80,-99,0,0,0,44177,0,48,34,0,95,369,25,82,-60,190,138
67000,3,32,133,-68,0,0,0,44177,0,7,32,0,95,501,23,122,-40,159,124
90000,4,25,135,-83,0,0,0,44177,0,3,33,0,95,452,32,136,-60,95,6
112000,5,31,131,-85,0,0,0,44177,0,5,33,0,95,414,32,130,-50,178,102
135000,6,35,144,-69,0,0,0,44177,0,4,32,0,95,446,34,143,-40,158,100
157000,7,28,132,-105,0,0,0,44177,0,20,32,0,95,406,33,134,-70,68,10
180000,8,28,101,-121,0,0,0,44177,0,38,31,0,95,363,31,107,-70,0,0
202000,9,23,88,-71,0,0,0,44177,0,45,34,0,95,358,30,88,-40,33,4
225000,10,19,84,-55,0,0,0,44177,0,47,32,0,95,368,28,82,-30,185,118
247000,11,28,135,-41,0,0,0,44177,0,6,34,0,95,480,28,129,-40,164,128
270000,12,32,134,-81,0,0,0,44177,0,3,32,0,95,444,31,135,-70,67,6
292000,13,31,130,-75,0,0,0,44177,0,8,33,0,95,411,31,129,-40,179,122
315000,14,37,146,-51,0,0,0,44177,0,4,32,0,95,463,35,144,-20,162,92
338000,15,30,137,-96,0,0,0,44177,0,3,32,0,95,410,34,139,-70,0,0
360000,16,37,140,-63,0,0,0,44177,0,7,33,0,95,426,35,136,-40,166,126
383000,17,33,146,-51,0,0,0,44177,0,3,32,0,95,438,37,146,-30,111,42
405000,18,32,130,-108,0,0,0,44177,0,24,30,0,95,393,34,131,-80,0,0
428000,19,26,98,-119,0,0,0,44177,0,26,31,0,95,348,32,102,-60,0,0
450000,20,23,89,-106,0,0,0,44177,0,29,31,0,95,352,32,90,-50,0,0
473000,21,20,84,-75,0,0,0,44177,0,53,31,0,95,360,29,84,-40,0,0
495000,22,16,84,-70,0,0,0,44177,0,34,32,0,95,379,27,84,-30,0,0
518000,23,10,85,-61,0,0,0,44177,0,26,34,0,95,390,25,85,-30,0,0
540000,24,6,82,-58,0,0,0,44177,0,32,33,0,95,384,23,83,-20,0,0
563000,25,6,81,-60,0,0,0,44177,0,28,35,0,95,382,20,82,-20,0,0
585000,26,3,80,-62,0,0,0,44177,0,32,34,0,95,387,18,81,-30,0,0
608000,27,3,85,-66,0,0,0,44177,0,26,31,0,95,399,18,83,-40,0,0
630000,28,8,86,-75,0,0,0,44177,0,16,33,0,95,393,21,86,-40,0,0
653000,29,12,89,-60,0,0,0,44177,0,23,35,0,95,402,23,90,-40,0,0
675000,30,15,88,-72,0,0,0,44177,0,25,34,0,95,397,23,86,-40,59,2
698000,31,6,84,-81,0,0,0,44177,0,20,35,0,95,388,21,87,-50,0,0
720000,32,7,83,-89,0,0,0,44177,0,21,34,0,95,386,17,83,-50,0,0
743000,33,3,84,-92,0,0,0,44177,0,23,32,0,95,388,20,83,-60,0,0
765000,34,9,88,-84,0,0,0,44177,0,37,34,0,95,388,21,85,-60,0,0
788000,35,13,90,-83,0,0,0,44177,0,17,33,0,95,402,22,89,-50,25,16
810000,36,16,84,-88,0,0,0,44177,0,28,33,0,95,389,21,87,-50,0,0
833000,37,10,82,-91,0,0,0,44177,0,20,33,0,95,384,21,83,-60,0,0
855000,38,13,81,-90,0,0,0,44177,0,24,34,0,95,382,18,81,-60,0,0
878000,39,6,83,-91,0,0,0,44177,0,46,34,0,95,386,21,81,-60,0,0
900000,40,16,87,-88,0,0,0,44177,0,23,36,0,95,396,22,86,-50,18,54
923000,41,20,90,-95,0,0,0,44177,0,15,34,0,95,402,24,88,-60,21,8
945000,42,16,87,-84,0,0,0,44177,0,26,32,0,95,395,22,86,-50,19,62
