# ts,sessionnum,HR,BR,ST,QTc,Cadence,Shock,QOS
0,0,0,29,-40,438,0,0,50
24000,1,0,0,0,256,197,76,50
47000,2,140,39,40,466,164,66,95
69000,3,164,29,-20,461,103,8,95
92000,4,146,29,-20,458,0,0,95
114000,5,117,28,-20,385,0,0,95
137000,6,110,25,-20,412,0,0,95
160000,7,102,24,-10,411,0,0,95
182000,8,101,26,-10,426,0,0,95
205000,9,103,28,-10,432,0,0,95
227000,10,104,25,-10,439,0,0,95
250000,11,101,29,-10,447,0,0,95
272000,12,99,27,0,430,0,0,95
295000,13,95,25,-10,435,0,0,95
317000,14,96,23,0,430,0,0,95
340000,15,96,22,0,430,0,0,95
362000,16,100,23,-10,433,0,0,95
385000,17,98,21,0,430,0,0,95
407000,18,99,23,0,431,0,0,95
430000,19,98,23,-10,422,0,0,95
452000,20,93,20,-10,410,0,0,95
475000,21,94,20,-10,422,0,0,95
497000,22,100,23,-10,436,0,0,95
520000,23,100,23,-10,426,0,0,95
543000,24,96,22,-10,412,0,0,95
565000,25,104,23,-10,432,0,0,95
588000,26,99,23,-10,417,0,0,95
610000,27,100,23,-10,426,0,0,95
633000,28,95,22,-10,412,0,0,95
