# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,39,124,12,0,0,0,44177,0,0,31,0,50,438,29,0,-40,0,0
24000,1,0,0,0,0,0,0,44177,0,0,0,0,50,256,0,0,0,197,76
47000,2,46,166,4,0,0,0,44177,0,4,30,0,95,466,39,140,40,164,66
69000,3,47,162,-48,0,0,0,44177,0,2,29,0,95,461,29,164,-20,103,8
92000,4,42,144,-56,0,0,0,44177,0,3,31,0,95,458,29,146,-20,0,0
114000,5,38,113,-53,0,0,0,44177,0,10,32,0,95,385,28,117,-20,0,0
137000,6,35,110,-44,0,0,0,44177,0,17,31,0,95,412,25,110,-20,0,0
160000,7,31,103,-26,0,0,0,44177,0,25,32,0,95,411,24,102,-10,0,0
182000,8,27,101,-28,0,0,0,44177,0,15,34,0,95,426,26,101,-10,0,0
205000,9,24,104,-29,0,0,0,44177,0,10,32,0,95,432,28,103,-10,0,0
227000,10,22,102,-16,0,0,0,44177,0,10,34,0,95,439,25,104,-10,0,0
250000,11,30,101,-19,0,0,0,44177,0,13,33,0,95,447,29,101,-10,0,0
272000,12,23,97,-16,0,0,0,44177,0,21,32,0,95,430,27,99,0,0,0
295000,13,26,95,-30,0,0,0,44177,0,27,34,0,95,435,25,95,-10,0,0
317000,14,18,98,-18,0,0,0,44177,0,24,33,0,95,430,23,96,0,0,0
340000,15,22,96,-18,0,0,0,44177,0,16,32,0,95,430,22,96,0,0,0
362000,16,19,100,-21,0,0,0,44177,0,37,31,0,95,433,23,100,-10,0,0
385000,17,22,98,-22,0,0,0,44177,0,22,32,0,95,430,21,98,0,0,0
407000,18,23,101,-21,0,0,0,44177,0,29,34,0,95,431,23,99,0,0,0
430000,19,25,95,-25,0,0,0,44177,0,25,32,0,95,422,23,98,-10,0,0
452000,20,19,94,-26,0,0,0,44177,0,19,34,0,95,410,20,93,-10,0,0
475000,21,22,95,-26,0,0,0,44177,0,26,32,0,95,422,20,94,-10,0,0
497000,22,22,101,-25,0,0,0,44177,0,35,32,0,95,436,23,100,-10,0,0
520000,23,23,101,-21,0,0,0,44177,0,23,32,0,95,426,23,100,-10,0,0
543000,24,20,94,-27,0,0,0,44177,0,15,33,0,95,412,22,96,-10,0,0
565000,25,23,104,-23,0,0,0,44177,0,13,31,0,95,432,23,104,-10,0,0
588000,26,22,97,-26,0,0,0,44177,0,13,33,0,95,417,23,99,-10,0,0
610000,27,25,101,-21,0,0,0,44177,0,10,30,0,95,426,23,100,-10,0,0
633000,28,23,94,-26,0,0,0,44177,0,11,32,0,95,412,22,95,-10,0,0
