# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,0,0,0,0,0,0,44177,0,69,0,0,95,357,13,75,-80,0,0
24000,1,4,52,-147,0,0,0,44177,0,110,37,0,95,342,22,51,-80,0,0
46000,2,4,54,-160,0,0,0,44177,0,138,34,0,95,349,13,54,-80,0,0
69000,3,0,52,-153,0,0,0,44177,0,121,36,0,95,340,12,52,-80,0,0
92000,4,7,56,-148,0,0,0,44177,0,96,36,0,95,356,14,53,-80,0,0
114000,5,3,60,-145,0,0,0,44177,0,84,36,0,95,368,14,59,-80,0,0
137000,6,7,54,-153,0,0,0,44177,0,120,35,0,95,351,14,56,-90,0,0
159000,7,9,62,-147,0,0,0,44177,0,130,35,0,95,375,14,62,-90,0,0
182000,8,15,61,-146,0,0,0,44177,0,102,36,0,95,372,16,61,-90,0,0
205000,9,10,55,-143,0,0,0,44177,0,113,36,0,95,348,15,56,-90,0,0
227000,10,4,63,-140,0,0,0,44177,0,113,36,0,95,377,16,60,-80,0,0
250000,11,0,57,-139,0,0,0,44177,0,95,35,0,95,360,16,58,-80,0,0
272000,12,8,57,-138,0,0,0,44177,0,100,38,0,95,360,14,57,-80,0,0
295000,13,10,72,-149,0,0,0,44177,0,90,37,0,95,401,15,66,-100,0,0
318000,14,4,54,-143,0,0,0,44177,0,96,37,0,95,356,15,66,-80,0,0
341000,15,6,55,-134,0,0,0,44177,0,127,36,0,95,356,14,54,-70,0,0
364000,16,11,60,-136,0,0,0,44177,0,138,35,0,95,369,16,58,-80,0,0
386000,17,3,59,-135,0,0,0,44177,0,132,37,0,95,362,16,58,-70,0,0
409000,18,11,56,-132,0,0,0,44177,0,104,34,0,95,355,15,60,-80,0,0
431000,19,4,54,-139,0,0,0,44177,0,105,37,0,95,351,14,54,-70,0,0
454000,20,13,58,-132,0,0,0,44177,0,132,35,0,95,370,15,56,-70,0,0
477000,21,6,62,-136,0,0,0,44177,0,75,34,0,95,374,17,62,-80,0,0
499000,22,4,58,-145,0,0,0,44177,0,90,37,0,95,362,17,59,-80,0,0
522000,23,7,56,-132,0,0,0,44177,0,132,38,0,95,358,17,57,-70,0,0
544000,24,9,57,-129,0,0,0,44177,0,131,37,0,95,359,17,56,-70,0,0
567000,25,3,58,-128,0,0,0,44177,0,105,36,0,95,362,17,57,-70,0,0
590000,26,3,55,-130,0,0,0,44177,0,101,36,0,95,353,18,56,-70,0,0
612000,27,3,65,-123,0,0,0,44177,0,103,37,0,95,383,18,62,-70,0,0
