# ts,sessionnum,HR,BR,ST,QTc,Cadence,Shock,QOS
0,0,75,13,-80,357,0,0,95
24000,1,51,22,-80,342,0,0,95
46000,2,54,13,-80,349,0,0,95
69000,3,52,12,-80,340,0,0,95
92000,4,53,14,-80,356,0,0,95
114000,5,59,14,-80,368,0,0,95
137000,6,56,14,-90,351,0,0,95
159000,7,62,14,-90,375,0,0,95
182000,8,61,16,-90,372,0,0,95
205000,9,56,15,-90,348,0,0,95
227000,10,60,16,-80,377,0,0,95
250000,11,58,16,-80,360,0,0,95
272000,12,57,14,-80,360,0,0,95
295000,13,66,15,-100,401,0,0,95
318000,14,66,15,-80,356,0,0,95
341000,15,54,14,-70,356,0,0,95
364000,16,58,16,-80,369,0,0,95
386000,17,58,16,-70,362,0,0,95
409000,18,60,15,-80,355,0,0,95
431000,19,54,14,-70,351,0,0,95
454000,20,56,15,-70,370,0,0,95
477000,21,62,17,-80,374,0,0,95
499000,22,59,17,-80,362,0,0,95
522000,23,57,17,-70,358,0,0,95
544000,24,56,17,-70,359,0,0,95
567000,25,57,17,-70,362,0,0,95
590000,26,56,18,-70,353,0,0,95
612000,27,62,18,-70,383,0,0,95
