# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,19,108,-22,0,0,0,44177,0,30,34,0,95,452,22,108,0,88,12
22000,1,19,110,-25,0,0,0,44177,0,16,33,0,95,452,22,104,0,174,122
45000,2,25,144,2,0,0,0,44177,0,5,33,0,95,508,30,139,0,167,40
67000,3,25,143,-31,0,0,0,44177,0,4,32,0,95,458,33,144,-10,26,6
90000,4,29,139,-23,0,0,0,44177,0,5,34,0,95,438,32,138,0,171,90
112000,5,33,149,-4,0,0,0,44177,0,4,33,0,95,493,36,149,0,154,66
135000,6,30,137,-29,0,0,0,44177,0,7,33,0,95,426,32,139,-10,179,110
157000,7,25,148,-4,0,0,0,44177,0,4,33,0,95,438,35,145,0,167,84
180000,8,32,154,-16,0,0,0,44177,0,4,33,0,95,488,35,154,0,114,8
202000,9,35,140,-19,0,0,0,44177,0,6,33,0,95,417,35,140,0,176,110
225000,10,40,155,10,0,0,0,44177,0,3,32,0,95,477,38,154,10,163,72
247000,11,43,153,-20,0,0,0,44177,0,4,32,0,95,447,37,152,0,0,0
270000,12,36,147,0,0,0,0,44177,0,3,33,0,95,438,37,145,0,168,100
292000,13,34,161,6,0,0,0,44177,0,3,31,0,95,487,39,160,20,96,46
315000,14,31,144,-12,0,0,0,44177,0,6,32,0,95,421,36,146,0,0,0
338000,15,27,109,-23,0,0,0,44177,0,31,33,0,95,374,34,115,10,0,0
360000,16,17,94,-16,0,0,0,44177,0,46,34,0,95,356,32,96,20,0,0
383000,17,22,105,-5,0,0,0,44177,0,29,35,0,95,400,33,103,10,0,0
405000,18,23,100,7,0,0,0,44177,0,29,35,0,95,397,30,101,30,0,0
428000,19,19,100,-1,0,0,0,44177,0,27,34,0,95,404,29,101,10,0,0
450000,20,16,100,0,0,0,0,44177,0,34,35,0,95,411,30,99,20,0,0
473000,21,18,99,-2,0,0,0,44177,0,34,34,0,95,410,27,98,10,0,0
495000,22,23,98,-5,0,0,0,44177,0,29,34,0,95,410,27,99,10,0,0
518000,23,22,98,-3,0,0,0,44177,0,15,34,0,95,420,24,98,20,0,0
540000,24,19,95,-5,0,0,0,44177,0,21,34,0,95,402,23,93,10,0,0
563000,25,22,93,-4,0,0,0,44177,0,15,34,0,95,400,22,94,10,0,0
585000,26,19,92,-2,0,0,0,44177,0,42,35,0,95,407,25,93,20,0,0
608000,27,19,93,-6,0,0,0,44177,0,35,34,0,95,400,24,93,10,0,0
630000,28,22,93,-10,0,0,0,44177,0,18,35,0,95,410,24,92,10,0,0
653000,29,22,87,-6,0,0,0,44177,0,31,34,0,95,395,22,90,10,0,0
675000,30,20,94,-6,0,0,0,44177,0,50,34,0,95,412,22,92,10,0,0
698000,31,19,91,-4,0,0,0,44177,0,21,35,0,95,404,22,91,10,0,0
720000,32,12,93,-5,0,0,0,44177,0,23,35,0,95,410,19,94,10,0,0
743000,33,12,91,-17,0,0,0,44177,0,56,33,0,95,413,23,88,0,0,0
765000,34,18,99,-15,0,0,0,44177,0,13,34,0,95,430,25,97,0,156,2
788000,35,13,93,-11,0,0,0,44177,0,26,34,0,95,422,25,98,0,0,0
810000,36,19,87,-10,0,0,0,44177,0,23,33,0,95,405,24,88,10,0,0
833000,37,15,89,-17,0,0,0,44177,0,17,32,0,95,409,26,88,0,0,0
855000,38,19,90,-12,0,0,0,44177,0,15,33,0,95,412,23,89,10,0,0
878000,39,20,85,-8,0,0,0,44177,0,17,35,0,95,399,21,86,10,0,0
900000,40,18,93,-21,0,0,0,44177,0,35,33,0,95,417,22,91,0,0,0
923000,41,13,89,-17,0,0,0,44177,0,15,33,0,95,409,20,92,0,0,0
