# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,3,68,-16,0,0,0,44177,0,120,38,0,95,402,24,72,0,0,0
24000,1,3,66,-35,0,0,0,44177,0,73,39,0,95,405,22,64,-10,0,0
47000,2,10,57,-42,0,0,0,44177,0,73,41,0,95,392,10,56,0,0,0
70000,3,4,54,-31,0,0,0,44177,0,109,34,0,95,374,14,57,-10,0,0
93000,4,4,55,-29,0,0,0,44177,0,137,38,0,95,375,15,53,0,0,0
116000,5,9,57,-27,0,0,0,44177,0,87,35,0,95,384,17,57,0,0,0
138000,6,3,58,-27,0,0,0,44177,0,49,35,0,95,387,16,58,0,0,0
161000,7,9,59,-33,0,0,0,44177,0,24,36,0,95,389,15,59,0,0,0
183000,8,3,60,-25,0,0,0,44177,0,24,36,0,95,390,14,59,0,0,0
206000,9,3,62,-32,0,0,0,44177,0,49,35,0,95,400,12,62,0,0,0
228000,10,3,68,-32,0,0,0,44177,0,48,37,0,95,417,13,66,0,0,0
251000,11,7,59,-26,0,0,0,44177,0,58,36,0,95,392,12,60,0,0,0
273000,12,4,61,-23,0,0,0,44177,0,64,38,0,95,389,16,62,0,0,0
296000,13,7,59,-30,0,0,0,44177,0,70,35,0,95,380,15,59,0,0,0
318000,14,7,63,-32,0,0,0,44177,0,69,37,0,95,393,15,62,0,0,0
341000,15,10,66,-31,0,0,0,44177,0,71,35,0,95,402,16,63,-10,0,0
363000,16,4,60,-30,0,0,0,44177,0,76,36,0,95,384,13,61,-10,0,0
386000,17,4,60,-28,0,0,0,44177,0,79,36,0,95,394,18,61,-10,0,0
408000,18,7,62,-31,0,0,0,44177,0,66,35,0,95,392,15,63,0,0,0
431000,19,3,67,-30,0,0,0,44177,0,70,38,0,95,407,16,66,-10,0,0
453000,20,9,67,-38,0,0,0,44177,0,66,36,0,95,396,19,65,-10,0,0
476000,21,9,61,-33,0,0,0,44177,0,60,36,0,95,388,16,67,-10,0,0
498000,22,8,72,-33,0,0,0,44177,0,70,37,0,95,412,16,66,-10,0,0
521000,23,10,61,-28,0,0,0,44177,0,69,36,0,95,384,16,63,-10,0,0
543000,24,3,68,-34,0,0,0,44177,0,101,37,0,95,407,16,65,-10,0,0
566000,25,3,68,-24,0,0,0,44177,0,92,36,0,95,409,15,67,-20,0,0
