# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,22,86,-16,0,0,0,44177,0,75,36,0,95,421,17,86,0,134,26
24000,1,25,92,-9,0,0,0,44177,0,24,36,0,95,427,22,92,0,100,18
46000,2,16,88,-14,0,0,0,44177,0,31,36,0,95,397,21,87,10,171,26
69000,3,23,101,22,0,0,0,44177,0,14,35,0,95,436,25,99,10,174,42
91000,4,22,108,-13,0,0,0,44177,0,17,35,0,95,430,27,107,0,126,26
114000,5,28,102,-15,0,0,0,44177,0,40,35,0,95,395,25,101,10,174,56
136000,6,19,110,-29,0,0,0,44177,0,13,36,0,95,423,27,108,0,167,38
159000,7,19,108,-22,0,0,0,44177,0,40,33,0,85,406,24,113,-10,55,26
182000,8,25,113,-17,0,0,0,44177,0,13,35,0,95,396,28,110,-10,174,48
205000,9,28,115,-17,0,0,0,44177,0,8,35,0,95,399,30,115,0,167,30
227000,10,25,109,-58,0,0,0,44177,0,8,35,0,95,387,28,109,-10,167,44
250000,11,25,117,-17,0,0,0,44177,0,9,35,0,95,402,29,114,0,171,48
272000,12,29,114,-65,0,0,0,44177,0,13,34,0,95,407,28,117,0,121,24
295000,13,28,110,-27,0,0,0,44177,0,11,36,0,95,390,28,110,0,175,62
317000,14,28,115,-6,0,0,0,44177,0,38,36,0,95,388,28,114,10,169,34
340000,15,20,108,-33,0,0,0,44177,0,7,36,0,95,380,27,109,10,0,0
362000,16,18,78,-22,0,0,0,44177,0,35,35,0,95,339,25,83,20,0,0
385000,17,4,70,-17,0,0,0,44177,0,40,36,0,95,343,22,71,20,0,0
407000,18,4,59,-11,0,0,0,44177,0,112,35,0,95,333,20,60,30,0,0
430000,19,8,63,-5,0,0,0,44177,0,114,37,0,95,365,21,61,30,0,0
452000,20,7,62,13,0,0,0,44177,0,99,37,0,95,359,21,62,30,0,0
475000,21,6,61,34,0,0,0,44177,0,44,36,0,95,354,21,60,40,0,0
497000,22,3,73,-57,0,0,0,44177,0,40,36,0,95,390,22,71,-10,0,0
520000,23,9,65,-4,0,0,0,44177,0,48,34,0,95,375,20,61,20,0,0
542000,24,13,68,-3,0,0,0,44177,0,47,37,0,95,383,17,68,20,0,0
565000,25,3,66,-4,0,0,0,44177,0,42,35,0,95,370,14,67,20,0,0
587000,26,3,67,-5,0,0,0,44177,0,70,38,0,95,381,15,65,20,0,0
610000,27,3,65,-5,0,0,0,44177,0,79,36,0,95,367,17,66,20,0,0
632000,28,3,64,-3,0,0,0,44177,0,52,37,0,95,372,17,64,20,0,0
655000,29,8,65,-4,0,0,0,44177,0,44,37,0,95,376,15,64,20,0,0
677000,30,3,67,-8,0,0,0,44177,0,40,35,0,95,374,14,69,20,0,0
699000,31,7,67,-11,0,0,0,44177,0,47,38,0,95,379,12,64,20,0,0
722000,32,3,66,0,0,0,0,44177,0,44,37,0,95,369,15,67,20,0,0
744000,33,10,63,0,0,0,0,44177,0,43,36,0,95,367,14,63,20,0,0
767000,34,6,62,-2,0,0,0,44177,0,49,36,0,95,367,17,62,20,0,0
789000,35,3,64,0,0,0,0,44177,0,44,36,0,95,372,17,63,20,0,0
812000,36,10,65,-5,0,0,0,44177,0,47,36,0,95,375,14,64,20,0,0
834000,37,7,73,-6,0,0,0,44177,0,63,37,0,95,396,18,73,20,0,0
857000,38,3,78,-19,0,0,0,44177,0,33,35,0,95,403,18,77,10,174,0
879000,39,6,66,-12,0,0,0,44177,0,44,36,0,95,368,18,69,10,0,0
902000,40,3,70,-14,0,0,0,44177,0,42,35,0,95,389,18,68,10,0,0
924000,41,3,69,-16,0,0,0,44177,0,57,35,0,95,389,17,71,10,0,0
