# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,4,74,-48,0,0,0,44177,0,0,36,0,50,407,23,0,0,105,20
23000,1,4,78,-23,0,0,0,44177,0,46,35,0,95,385,12,76,10,107,26
46000,2,3,81,12,0,0,0,44177,0,49,35,0,95,400,17,78,10,182,40
68000,3,8,106,-2,0,0,0,44177,0,10,35,0,95,456,19,102,10,169,38
91000,4,34,113,-14,0,0,0,44177,0,5,34,0,95,434,26,111,0,88,24
113000,5,25,113,-11,0,0,0,44177,0,6,36,0,95,404,27,112,0,176,58
136000,6,30,118,7,0,0,0,44177,0,37,37,0,95,416,29,118,20,160,40
158000,7,24,103,-33,0,0,0,44177,0,9,35,0,95,376,29,107,20,66,14
181000,8,31,112,-26,0,0,0,44177,0,17,35,0,95,401,31,108,10,171,54
203000,9,31,110,1,0,0,0,44177,0,8,36,0,95,401,31,111,10,169,36
226000,10,26,99,-19,0,0,0,44177,0,11,36,0,95,402,28,101,0,176,44
248000,11,22,115,-3,0,0,0,44177,0,12,34,0,95,410,26,112,10,169,36
272000,12,29,116,0,0,0,0,44177,0,3,34,0,95,424,27,116,10,135,30
294000,13,29,120,-8,0,0,0,44177,0,13,35,0,95,416,29,119,0,175,48
317000,14,35,118,17,0,0,0,44177,0,10,35,0,95,439,32,119,20,167,36
339000,15,26,112,-9,0,0,0,44177,0,7,35,0,95,382,30,113,20,143,10
362000,16,23,81,-11,0,0,0,44177,0,13,36,0,95,345,28,86,20,0,0
384000,17,3,71,-21,0,0,0,44177,0,47,36,0,95,330,26,74,20,0,0
407000,18,3,74,-1,0,0,0,44177,0,58,36,0,95,353,25,71,40,122,10
429000,19,3,83,5,0,0,0,44177,0,29,37,0,95,395,25,80,20,120,30
451000,20,3,83,-23,0,0,0,44177,0,22,36,0,95,394,21,83,30,114,24
474000,21,3,76,18,0,0,0,44177,0,28,36,0,95,377,19,78,30,0,0
496000,22,7,72,24,0,0,0,44177,0,38,34,0,95,378,18,71,20,0,0
520000,23,6,71,9,0,0,0,44177,0,58,35,0,95,375,17,71,20,0,0
542000,24,7,68,4,0,0,0,44177,0,59,37,0,95,368,17,69,30,0,0
565000,25,3,68,-4,0,0,0,44177,0,55,36,0,95,372,15,67,20,0,0
587000,26,3,67,-16,0,0,0,44177,0,67,35,0,95,379,18,66,20,0,0
610000,27,3,68,3,0,0,0,44177,0,32,34,0,95,375,18,68,20,0,0
632000,28,3,66,8,0,0,0,44177,0,36,35,0,95,369,18,67,30,0,0
655000,29,3,70,2,0,0,0,44177,0,41,38,0,95,387,19,67,20,0,0
677000,30,4,70,-3,0,0,0,44177,0,57,35,0,95,380,17,71,20,0,0
700000,31,3,68,-6,0,0,0,44177,0,56,35,0,95,383,19,68,20,0,0
722000,32,3,72,4,0,0,0,44177,0,36,35,0,95,385,20,70,20,8,10
744000,33,3,68,5,0,0,0,44177,0,36,36,0,95,383,17,69,20,0,0
767000,34,7,64,0,0,0,0,44177,0,51,34,0,95,373,17,66,20,0,0
789000,35,11,66,-3,0,0,0,44177,0,49,34,0,95,376,17,65,20,0,0
812000,36,14,66,-3,0,0,0,44177,0,72,36,0,95,378,18,66,20,0,0
834000,37,8,67,-7,0,0,0,44177,0,70,35,0,95,382,14,66,20,0,0
857000,38,3,72,-5,0,0,0,44177,0,31,34,0,95,395,15,72,10,0,0
879000,39,6,78,-23,0,0,0,44177,0,36,34,0,95,412,15,76,10,0,0
902000,40,7,62,0,0,0,0,44177,0,88,36,0,95,368,14,65,10,0,0
924000,41,3,83,1,0,0,0,44177,0,100,34,0,95,428,15,71,0,171,18
