# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,3,78,-7,0,0,0,44177,0,42,36,0,95,392,16,77,10,87,20
23000,1,20,78,-11,0,0,0,44177,0,47,36,0,95,392,14,77,0,91,18
45000,2,3,79,11,0,0,0,44177,0,20,34,0,95,393,11,78,0,109,26
67000,3,11,103,8,0,0,0,44177,0,10,36,0,95,447,14,96,10,174,44
90000,4,22,111,-3,0,0,0,44177,0,36,35,0,95,446,23,109,0,162,24
112000,5,23,106,-13,0,0,0,44177,0,10,35,0,95,403,22,107,0,173,54
135000,6,26,112,-6,0,0,0,44177,0,10,34,0,95,407,24,111,10,174,28
157000,7,25,111,-5,0,0,0,44177,0,5,35,0,95,404,27,112,0,89,14
180000,8,29,109,-8,0,0,0,44177,0,15,34,0,95,393,27,109,0,171,48
202000,9,35,114,-9,0,0,0,44177,0,6,35,0,95,410,29,114,20,169,28
225000,10,26,100,-17,0,0,0,44177,0,15,36,0,95,371,29,102,10,182,50
247000,11,25,111,17,0,0,0,44177,0,15,36,0,95,415,30,109,10,169,40
270000,12,28,114,-6,0,0,0,44177,0,7,35,0,95,410,30,114,0,150,36
293000,13,29,108,43,0,0,0,44177,0,7,35,0,85,409,30,110,20,174,52
316000,14,31,113,-23,0,0,0,44177,0,9,36,0,95,407,30,113,0,169,28
339000,15,26,111,-6,0,0,0,44177,0,7,33,0,95,393,29,112,0,53,14
361000,16,22,96,-23,0,0,0,44177,0,13,35,0,95,364,26,101,0,32,10
384000,17,19,80,-3,0,0,0,44177,0,37,35,0,95,354,24,85,20,190,20
406000,18,15,67,-13,0,0,0,44177,0,40,36,0,95,334,22,74,30,0,0
429000,19,10,65,3,0,0,0,44177,0,53,36,0,95,350,21,65,40,0,0
451000,20,7,63,6,0,0,0,44177,0,71,35,0,95,354,19,64,40,0,0
474000,21,9,69,0,0,0,0,44177,0,47,35,0,95,378,19,69,10,0,0
496000,22,7,64,9,0,0,0,44177,0,56,35,0,95,372,19,64,30,0,0
519000,23,7,68,10,0,0,0,44177,0,53,37,0,95,373,22,69,30,0,0
541000,24,7,67,11,0,0,0,44177,0,41,35,0,95,371,21,66,30,0,0
564000,25,12,68,8,0,0,0,44177,0,50,37,0,95,375,21,66,20,0,0
586000,26,3,73,3,0,0,0,44177,0,55,37,0,95,389,21,74,20,0,0
609000,27,4,66,4,0,0,0,44177,0,55,36,0,95,370,21,67,30,0,0
631000,28,3,68,4,0,0,0,44177,0,51,36,0,95,375,19,67,30,0,0
654000,29,3,67,4,0,0,0,44177,0,50,35,0,95,373,17,68,20,0,0
676000,30,8,61,8,0,0,0,44177,0,46,37,0,95,362,17,64,30,0,0
699000,31,8,63,7,0,0,0,44177,0,56,35,0,95,362,19,62,20,0,0
721000,32,14,62,-6,0,0,0,44177,0,56,35,0,95,368,18,62,20,0,0
744000,33,7,67,-37,0,0,0,44177,0,69,35,0,95,376,18,66,20,0,0
766000,34,3,68,-20,0,0,0,44177,0,42,36,0,95,383,18,67,10,0,0
789000,35,10,68,15,0,0,0,44177,0,39,35,0,95,385,15,68,20,0,0
811000,36,16,69,-13,0,0,0,44177,0,29,37,0,95,376,15,68,20,0,0
834000,37,9,72,28,0,0,0,44177,0,29,35,0,95,387,13,68,10,167,14
856000,38,13,78,17,0,0,0,44177,0,48,37,0,95,392,17,63,10,110,0
879000,39,6,64,0,0,0,0,44177,0,64,36,0,95,363,16,67,30,0,0
901000,40,3,65,-5,0,0,0,44177,0,61,36,0,95,366,17,64,20,0,0
924000,41,10,68,-7,0,0,0,44177,0,85,36,0,95,375,19,66,20,0,0
946000,42,13,72,-4,0,0,0,44177,0,34,37,0,95,385,19,71,20,0,0
968000,43,4,68,-7,0,0,0,44177,0,37,37,0,95,384,19,68,20,170,4
991000,44,13,67,-11,0,0,0,44177,0,42,33,0,95,376,19,68,20,0,0
1013000,45,6,63,-4,0,0,0,44177,0,75,37,0,95,368,19,64,20,0,0
