# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,6,76,-92,0,0,0,44177,0,81,39,0,95,398,14,83,-40,33,6
23000,1,6,69,-115,0,0,0,44177,0,54,42,0,95,385,12,70,-40,94,10
46000,2,10,72,-84,0,0,0,44177,0,52,41,0,95,392,13,68,-40,176,90
68000,3,38,120,-96,0,0,0,44177,0,12,41,0,95,511,23,113,-40,167,136
91000,4,25,126,-135,0,0,0,44177,0,5,36,0,95,454,32,125,-70,153,56
113000,5,21,117,-134,0,0,0,44177,0,30,38,0,95,424,31,117,-80,176,132
136000,6,29,133,-101,0,0,0,44177,0,7,39,0,95,466,33,133,-50,164,120
158000,7,22,118,-155,0,0,0,44177,0,7,38,0,95,405,31,122,-60,59,12
181000,8,28,127,-103,0,0,0,44177,0,15,41,0,95,438,33,122,0,171,140
204000,9,28,133,-113,0,0,0,44177,0,8,39,0,95,436,34,133,-60,161,82
227000,10,31,118,-139,0,0,0,44177,0,8,38,0,95,394,33,118,-60,179,72
249000,11,28,132,-61,0,0,0,44177,0,10,37,0,95,462,34,128,-10,171,146
272000,12,35,135,-102,0,0,0,44177,0,4,37,0,95,430,36,134,-40,90,38
294000,13,34,125,-79,0,0,0,44177,0,40,37,0,95,427,35,123,-40,176,140
317000,14,39,142,-89,0,0,0,44177,0,6,37,0,95,448,36,141,-30,169,110
339000,15,33,123,-122,0,0,0,44177,0,6,38,0,95,415,33,128,-50,96,14
362000,16,29,97,-138,0,0,0,44177,0,46,43,0,95,369,30,103,-20,0,0
384000,17,26,82,-87,0,0,0,44177,0,67,43,0,95,363,28,86,-10,0,0
407000,18,23,66,-87,0,0,0,44177,0,67,40,0,95,348,26,79,0,0,0
429000,19,19,62,-82,0,0,0,44177,0,146,40,0,95,341,24,64,0,0,0
452000,20,16,63,-85,0,0,0,44177,0,150,38,0,95,348,22,63,0,0,0
474000,21,12,70,-58,0,0,0,44177,0,95,39,0,95,384,23,67,0,0,0
497000,22,6,73,-64,0,0,0,44177,0,65,42,0,95,382,19,76,-10,0,0
519000,23,10,70,-64,0,0,0,44177,0,72,41,0,95,380,18,72,-10,0,0
542000,24,6,75,-69,0,0,0,44177,0,76,41,0,95,395,19,74,-20,0,0
564000,25,3,76,-80,0,0,0,44177,0,57,40,0,95,399,17,79,-30,0,0
587000,26,10,73,-89,0,0,0,44177,0,66,39,0,95,397,16,71,-40,0,0
609000,27,7,69,-77,0,0,0,44177,0,63,40,0,95,402,16,69,-40,0,0
632000,28,3,69,-95,0,0,0,44177,0,69,39,0,95,395,15,70,-60,0,0
654000,29,4,64,-93,0,0,0,44177,0,74,40,0,95,372,15,70,-50,0,0
677000,30,4,71,-91,0,0,0,44177,0,66,40,0,95,390,15,69,-50,0,0
699000,31,6,71,-85,0,0,0,44177,0,66,40,0,95,392,15,73,-50,0,0
722000,32,3,71,-97,0,0,0,44177,0,65,39,0,95,390,15,69,-50,0,0
744000,33,10,66,-96,0,0,0,44177,0,69,37,0,95,368,14,71,-50,0,0
767000,34,7,67,-101,0,0,0,44177,0,60,39,0,95,380,13,65,-50,0,0
789000,35,3,66,-100,0,0,0,44177,0,61,40,0,95,368,12,67,-60,0,0
811000,36,6,64,-101,0,0,0,44177,0,63,39,0,95,372,12,64,-70,0,0
834000,37,10,78,-98,0,0,0,44177,0,50,41,0,95,387,13,71,-60,0,0
856000,38,10,66,-108,0,0,0,44177,0,83,41,0,95,369,12,66,-70,0,0
879000,39,10,72,-108,0,0,0,44177,0,96,39,0,95,396,13,67,-70,0,0
901000,40,11,71,-107,0,0,0,44177,0,102,40,0,95,386,13,75,-70,0,0
924000,41,4,64,-114,0,0,0,44177,0,54,39,0,95,363,13,64,-80,0,0
946000,42,7,66,-114,0,0,0,44177,0,70,41,0,95,373,13,65,-80,0,0
