# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock
0,0,3,84,-28,0,0,0,44177,0,100,35,0,95,388,22,83,0,145,30
23000,1,26,88,2,0,0,0,44177,0,14,35,0,95,398,22,90,10,64,22
46000,2,25,93,0,0,0,0,44177,0,15,35,0,95,400,23,91,0,169,36
68000,3,28,104,5,0,0,0,44177,0,11,34,0,95,421,28,103,10,174,34
91000,4,25,106,-18,0,0,0,44177,0,35,34,0,95,416,26,106,10,162,28
113000,5,22,102,-28,0,0,0,44177,0,31,36,0,95,396,26,102,0,179,48
136000,6,25,109,7,0,0,0,44177,0,10,35,0,95,409,28,107,10,173,36
158000,7,19,111,-3,0,0,0,44177,0,5,35,0,95,409,29,110,0,146,16
181000,8,25,107,3,0,0,0,44177,0,24,36,0,95,407,28,107,10,171,58
203000,9,22,111,2,0,0,0,44177,0,10,36,0,95,415,29,111,20,174,30
226000,10,16,110,3,0,0,0,44177,0,27,34,0,95,379,26,111,0,176,28
248000,11,25,114,9,0,0,0,44177,0,8,36,0,95,416,28,112,-10,174,72
271000,12,28,117,-7,0,0,0,44177,0,9,36,0,95,413,27,116,0,156,24
293000,13,28,112,-27,0,0,0,44177,0,27,36,0,95,418,26,113,0,171,52
317000,14,31,113,74,0,0,0,44177,0,12,35,0,95,379,29,114,30,174,34
339000,15,35,117,95,0,0,0,44177,0,11,34,0,95,413,32,115,30,146,40
362000,16,28,105,-14,0,0,0,44177,0,12,34,0,95,371,29,106,20,146,18
384000,17,23,89,-36,0,0,0,44177,0,14,34,0,95,370,28,89,0,189,4
407000,18,20,69,-22,0,0,0,44177,0,51,37,0,95,339,26,74,30,0,0
429000,19,17,68,-13,0,0,0,44177,0,59,36,0,95,358,23,68,20,0,0
452000,20,13,69,-2,0,0,0,44177,0,63,36,0,95,368,21,69,30,0,0
474000,21,7,63,-11,0,0,0,44177,0,50,37,0,95,352,21,63,30,0,0
497000,22,3,64,-36,0,0,0,44177,0,59,36,0,95,372,21,64,30,0,0
519000,23,4,69,-11,0,0,0,44177,0,52,35,0,95,387,22,69,0,0,0
542000,24,7,66,-15,0,0,0,44177,0,44,35,0,95,376,20,66,30,0,0
564000,25,3,68,7,0,0,0,44177,0,34,37,0,95,375,17,67,40,0,0
587000,26,3,64,9,0,0,0,44177,0,37,36,0,95,373,17,66,40,0,0
609000,27,4,64,3,0,0,0,44177,0,42,36,0,95,378,18,62,40,0,0
631000,28,3,66,-17,0,0,0,44177,0,51,36,0,95,397,19,64,20,0,0
654000,29,3,77,-7,0,0,0,44177,0,37,35,0,95,406,20,76,10,0,0
676000,30,10,71,-34,0,0,0,44177,0,34,35,0,95,376,18,72,20,0,0
699000,31,3,73,-15,0,0,0,44177,0,36,36,0,95,386,15,71,0,0,0
721000,32,3,81,-4,0,0,0,44177,0,29,34,0,95,400,16,80,20,0,0
744000,33,6,76,-6,0,0,0,44177,0,31,34,0,95,388,15,76,20,0,0
766000,34,6,75,45,0,0,0,44177,0,27,36,0,95,393,14,75,20,0,0
789000,35,11,72,-7,0,0,0,44177,0,32,35,0,95,393,13,71,0,0,0
811000,36,4,70,-15,0,0,0,44177,0,40,34,0,95,373,16,71,0,0,0
835000,37,11,70,64,0,0,0,44177,0,41,37,0,95,380,15,68,30,0,0
857000,38,3,75,31,0,0,0,44177,0,55,34,0,95,406,15,75,20,0,0
880000,39,10,69,-44,0,0,0,44177,0,43,36,0,95,378,15,69,20,0,0
902000,40,3,68,42,0,0,0,44177,0,44,35,0,95,392,14,68,10,0,0
925000,41,3,66,18,0,0,0,44177,0,42,37,0,95,365,15,66,20,0,0
